CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,DONOR_GENDER,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,HOME_OWNER,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENCY_STATUS_96NK,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,SES,URBANICITY,WEALTH_RATING,TARGET_B
20802,3.0,2.0,72.0,U,1.0,1.0,U,2.0,15.0,6.0,15.0,-18.62906039516914,15.0,15.0,15.0,436.0,160.0,24.0,24.0,24.0,7.0,0.0,30.0,28.0,36.0,53.0,0.0,8631.0,N,15.0,15.0,1.0,0.25,1.0,0.1,0.0,2,T,,1
43226,4.0,3.0,75.0,M,2.0,1.0,H,7.0,,9.0,30.0,2.0,20.0,10.0,22.0,764.0,269.0,29.0,22.0,22.0,10.0,0.0,,27.0,,,0.0,42075.70922160773,A,15.0,15.0,2.0,0.333,2.0,0.154,0.0,2,C,,1
104413,6.0,1.0,55.0,M,2.0,4.0,H,5.0,6.0,16.0,44.0,8.0,7.0,5.0,42.0,473.0,164.0,77.0,18.0,18.0,12.0,0.0,28.0,48.0,39.0,61.0,1.0,9819.0,A,5.0,5.8,1.0,0.125,5.0,0.263,0.0,2,R,6.0,1
135430,6.0,1.0,63.0,F,5.0,1.0,H,3.0,20.0,26.0,85.0,7.0,20.0,3.0,57.0,1165.0,489.0,105.0,24.0,24.0,11.0,0.0,36.0,31.0,27.0,94.0,1.0,19234.0,A,14.0,17.0,1.0,0.111,2.0,0.1,8.0,1,S,8.0,1
152861,6.0,0.0,77.0,F,12.0,2.0,H,5.0,15.0,32.0,235.0,26.0,15.0,3.0,82.0,1680.0,378.0,121.0,21.0,21.0,13.0,-15.109374205778195,45.0,19.0,69.0,84.0,,25240.0,S,13.5,13.4,2.0,,5.0,0.238,1.0,1,S,8.0,0
143707,,0.0,38.0,M,7.0,4.0,U,1.0,5.0,17.0,61.0,16.0,5.0,2.0,43.0,2083.0,198.0,44.0,16.0,16.0,14.0,0.0,15.0,5.0,59.0,4.0,1.0,6972.0,S,4.2,4.13,5.0,0.455,8.0,0.364,1.0,2,U,,1
112112,6.0,4.0,87.0,F,8.0,1.0,H,2.0,20.0,24.0,172.0,15.0,20.0,5.0,64.0,550.0,199.0,77.0,18.0,18.0,14.0,0.0,45.0,20.0,64.0,87.0,1.0,11131.0,A,19.0,19.0,3.0,0.273,3.0,0.143,7.0,2,R,0.0,0
24299,6.0,4.0,65.0,F,2.0,2.0,U,4.0,25.0,18.0,85.0,5.0,25.0,10.0,44.0,489.0,294.0,53.0,15.0,15.0,13.0,1.0,29.0,31.0,33.0,85.0,0.0,12350.0,A,20.0,21.67,1.0,0.111,3.0,0.15,0.0,2,R,2.0,0
15264,4.0,0.0,,F,0.0,1.0,H,5.0,15.0,,15.0,1.0,15.0,15.0,15.0,560.0,269.0,,20.0,20.0,10.0,0.0,23.0,28.0,32.0,79.0,0.0,11848.0,F,0.0,15.0,0.0,0.0,1.0,0.143,0.0,2,R,,0
167076,12.0,0.0,,F,13.0,2.0,H,,25.0,41.0,298.0,24.0,25.0,3.0,103.0,,418.0,93.0,5.0,13.0,25.0,0.0,34.0,33.0,24.0,60.0,1.0,23173.0,A,12.2,13.0,5.0,0.455,8.0,0.381,0.0,1,R,9.0,0
17708,6.0,,66.0,F,2.0,1.0,H,1.0,20.0,19.0,77.0,9.0,20.0,5.0,45.0,665.0,277.0,56.0,17.0,29.0,13.0,0.0,33.0,31.0,40.0,42.0,0.0,16967.0,A,0.0,20.0,0.0,0.0,1.0,0.045,0.0,2,C,,0
36507,6.0,3.0,83.0,F,6.0,4.0,U,1.0,20.0,30.0,-243.25592701489825,13.0,67.77428826652354,10.0,67.0,869.0,303.0,119.0,18.0,29.282220552614277,14.0,0.0,2.0,13.0,38.0,53.0,1.0,13893.0,A,20.0,17.17,2.0,0.182,6.0,0.273,0.0,4,U,0.0,0
22900,6.0,2.0,,F,3.0,2.0,U,,10.0,22.0,128.0,6.0,31.0,10.0,54.0,750.0,170.0,81.0,17.0,17.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0,10765.0,A,31.0,20.5,1.0,0.143,2.0,0.125,0.0,3,C,,1
136522,6.0,4.0,74.0,F,10.0,1.0,U,,25.0,26.0,452.0,19.0,30.0,5.0,63.0,1610.0,402.0,79.0,18.0,32.0,12.0,0.0,30.0,27.0,43.0,38.0,1.0,31971.0,,25.0,25.0,1.0,0.091,1.0,0.05,6.0,1,S,9.0,0
87719,6.0,1.0,,,12.0,2.0,U,5.0,6.0,32.0,134.0,21.0,12.0,3.0,74.0,483.0,217.0,128.0,18.0,20.0,13.0,0.0,34.0,33.0,18.0,79.0,1.0,9668.0,S,12.0,10.67,1.0,0.1,3.0,0.143,1.0,3,R,2.0,0
5665,6.0,1.0,,F,7.0,1.0,U,,30.0,29.0,219.0,10.0,100.0,3.0,95.0,1696.0,406.0,113.0,21.0,21.0,15.0,0.0,47.0,9.0,74.0,82.0,1.0,30359.0,A,27.5,27.5,2.0,0.182,2.0,0.095,0.0,1,C,9.0,0
170446,5.0,1.0,79.0,M,8.0,1.0,U,1.0,12.0,25.0,103.0,11.0,17.0,2.0,61.0,670.0,182.0,-48.81787892854838,21.0,21.0,-2.154264210064003,0.0,36.0,28.0,38.0,65.0,1.0,8448.0,A,14.5,12.25,2.0,0.2,4.0,0.211,4.0,2,R,0.0,0
51892,6.0,0.0,,F,2.0,1.0,U,,20.0,21.0,97.0,9.0,20.0,5.0,55.0,295.0,92.0,69.0,5.667649778752445,20.0,13.0,0.0,28.0,30.0,35.0,42.0,0.0,6095.0,A,17.0,18.5,1.0,0.091,2.0,0.091,0.0,2,T,3.0,0
65519,6.0,4.0,85.0,F,4.0,4.0,U,,25.0,16.0,78.0,8.0,25.0,3.0,42.0,586.0,216.0,50.0,18.0,18.0,15.0,0.0,32.0,29.0,52.0,55.0,0.0,13434.0,A,7.5,12.5,2.0,0.222,4.0,0.2,0.0,2,T,6.0,0
97190,6.0,2.0,60.0,M,2.0,1.0,U,1.0,19.0,20.0,67.0,5.0,,5.0,51.0,347.0,210.0,77.0,16.0,16.0,15.0,0.0,30.0,35.0,28.0,87.0,0.0,8983.0,A,19.0,19.0,1.0,0.111,1.0,0.053,0.0,3,R,1.0,0
80310,6.0,2.0,53.0,M,0.0,2.0,H,6.0,15.0,7.0,28.0,2.0,15.0,13.0,18.0,640.0,376.0,20.0,19.0,20.0,13.0,0.0,64.80438529221658,26.0,21.0,89.0,1.0,12455.0,N,0.0,13.0,0.0,0.0,1.0,0.143,0.0,2,C,,1
70312,6.0,1.0,38.0,F,8.0,4.0,H,5.0,5.0,22.0,80.0,15.0,7.0,4.0,60.0,549.0,367.0,81.0,17.0,17.0,15.0,0.0,30.0,18.0,28.0,92.0,1.0,12991.0,S,5.67,5.5,3.0,0.333,4.0,0.222,1.0,2,T,3.0,1
87680,5.0,3.0,,F,16.0,3.0,U,1.0,12.0,31.0,185.0,23.0,12.0,2.0,74.0,828.0,236.0,127.0,18.0,18.0,10.0,0.0,40.0,27.0,39.0,78.0,1.0,12366.0,S,11.2,11.2,5.0,0.5,9.170049552913412,0.25,1.0,2,R,5.0,1
143663,6.0,3.0,60.0,F,5.0,1.0,U,,15.0,19.0,60.0,6.0,15.0,5.0,45.0,5925.0,852.0,68.0,21.0,21.0,12.0,15.839635330932808,33.0,13.0,,93.0,0.0,47413.0,A,12.33,12.33,3.0,0.333,3.0,0.167,0.0,1,S,9.0,0
160128,3.0,2.0,75.0,F,11.0,2.0,H,2.0,10.0,18.0,51.0,15.0,10.0,2.0,53.0,2262.0,227.0,122.0,30.290179826175432,17.0,7.0,0.0,26.0,30.0,35.0,59.0,1.0,,S,10.0,6.5,1.0,0.25,2.0,0.2,1.0,2,C,,0
35075,6.0,2.0,28.0,F,2.0,3.0,H,1.0,6.0,13.0,45.0,6.0,12.0,3.0,31.0,515.0,221.0,32.0,18.0,18.0,13.0,0.0,38.0,45.0,21.0,43.0,1.0,7872.0,S,9.0,7.8,2.0,0.222,5.0,0.278,1.0,3,C,,0
117340,5.0,1.0,,F,1.0,1.0,U,,24.0,21.0,100.0,6.0,25.0,5.0,56.0,421.0,146.0,,26.0,26.0,11.0,0.0,38.0,22.0,40.0,41.0,0.0,4833.0,A,0.0,24.0,0.0,0.0,1.0,0.048,0.0,2,U,6.0,0
149121,4.0,4.0,49.0,M,1.0,1.0,H,6.0,16.0,11.0,36.0,3.0,16.0,10.0,26.0,3237.0,676.0,33.0,20.0,20.0,10.0,0.0,31.0,17.0,55.0,95.0,0.0,28067.0,A,10.0,12.0,1.0,0.125,3.0,0.176,,1,C,,1
147116,4.0,2.0,57.0,F,2.0,1.0,H,2.0,20.0,8.0,25.0,2.0,20.0,5.0,20.0,2246.0,461.0,28.0,19.0,19.0,10.0,0.0,38.0,18.0,76.0,87.0,0.0,18652.0,A,12.5,12.5,2.0,0.4,2.0,0.167,0.0,1,U,,0
115204,6.0,0.0,44.0,,5.0,2.0,U,,25.0,26.0,121.0,36.07954865049055,25.0,5.0,61.0,223.0,164.0,104.0,18.0,20.0,13.0,0.0,30.0,21.0,39.0,78.0,1.0,8346.0,A,0.0,19.0,0.0,0.0,,0.118,0.0,3,R,0.0,0
171066,4.0,-2.299824219944762,78.0,M,1.0,1.0,H,2.0,20.0,9.0,30.0,2.0,20.0,10.0,23.0,870.0,308.0,33.0,18.0,18.0,10.0,0.0,47.0,41.0,41.0,77.0,0.0,12529.0,A,10.0,15.0,1.0,0.167,2.0,0.143,0.0,3,S,,0
88680,4.0,4.0,51.0,F,1.0,1.0,H,7.0,,5.0,15.0,1.0,15.0,15.0,14.0,2106.0,677.0,17.0,17.0,17.0,11.0,0.0,23.0,18.0,41.0,92.0,0.0,24933.0,F,15.0,15.0,1.0,0.5,1.0,0.2,0.0,1,S,,0
317,4.0,2.0,,M,2.0,1.0,U,4.0,23.0,12.0,87.0,5.0,23.0,15.0,35.0,1125.0,255.0,87.0,19.0,19.0,14.0,0.0,14.0,39.0,13.0,0.0,,16041.0,A,0.0,23.0,0.0,0.0,1.0,0.077,0.0,2,C,,0
99666,3.0,3.0,45.0,M,1.0,1.0,U,5.0,15.0,6.0,15.0,1.0,15.0,15.0,15.0,1105.0,469.0,24.0,24.0,24.0,7.0,0.0,26.0,31.0,17.0,45.0,0.0,25024.0,N,15.0,15.0,1.0,,1.0,0.1,0.0,1,S,,0
33069,4.0,2.0,29.0,F,0.0,1.0,H,2.0,20.0,8.0,,2.0,20.0,6.0,21.0,600.0,254.0,32.0,18.0,18.0,10.0,18.0,39.0,62.0,8.0,55.0,0.0,10746.0,A,0.0,13.0,0.0,0.0,2.0,0.154,0.0,2,C,,1
77915,5.0,1.0,74.0,M,6.0,1.0,H,2.0,15.0,,60.0,36.07954865049055,15.0,3.0,46.0,477.0,278.0,76.0,18.0,18.0,12.0,0.0,21.0,43.0,-22.613054461101946,68.0,1.0,11950.0,A,-22.840188030092058,15.0,0.0,0.0,1.0,0.071,0.0,3,S,4.0,1
28600,5.0,3.0,,F,1.0,2.0,H,4.0,15.0,15.0,50.0,4.0,15.0,10.0,36.0,1649.0,329.0,52.0,15.0,15.0,11.0,0.0,23.0,29.0,25.0,38.0,0.0,25357.0,A,44.19578081278659,12.5,0.0,0.0,2.0,0.125,0.0,1,S,9.0,0
84406,6.0,3.0,,U,16.0,1.0,U,,20.0,27.0,318.0,21.0,25.0,5.0,57.0,238.0,211.0,107.0,23.0,23.0,13.0,0.0,39.0,26.0,45.0,87.0,1.0,10883.0,A,20.0,20.0,1.0,0.111,2.0,0.118,4.0,2,R,,0
175316,4.0,1.0,65.0,F,2.0,1.0,,,15.0,17.0,46.0,5.0,15.0,5.0,43.0,1076.0,482.0,76.0,26.0,26.0,9.0,0.0,31.0,37.0,35.0,93.0,0.0,19420.0,A,0.0,15.0,0.0,0.0,1.0,0.056,0.0,1,U,9.0,0
173604,6.0,2.0,39.0,M,6.0,3.0,H,4.0,10.0,24.0,76.0,9.0,12.0,3.0,57.0,2646.0,331.0,104.0,16.0,16.0,14.0,0.0,33.0,28.0,31.0,48.0,0.0,16624.0,A,10.0,10.4,4.0,0.444,5.0,0.263,0.0,2,T,1.0,0
58726,6.0,0.0,60.0,M,10.0,3.0,U,4.0,14.0,,202.0,,15.0,5.0,71.0,368.0,166.0,86.0,17.0,22.0,14.0,1.0,29.0,27.0,38.0,77.0,1.0,11539.0,S,12.33,11.8,3.0,0.273,5.0,0.238,1.0,3,R,2.0,0
63912,6.0,2.0,44.0,M,7.0,4.0,U,1.0,15.0,14.0,92.0,11.0,,3.0,35.0,679.0,378.0,40.0,16.0,16.0,12.0,0.0,28.0,36.0,35.0,86.0,,15749.0,S,8.0,9.13,6.0,0.667,8.0,0.471,1.0,2,T,,0
174406,4.0,0.0,,F,5.0,1.0,U,6.0,,-7.205340662364819,183.0,8.0,50.0,5.0,41.0,-2187.5266736796702,483.0,100.0,,26.0,10.0,0.0,0.0,0.0,0.0,70.0,1.0,19885.0,A,0.0,25.0,0.0,0.0,1.0,0.1,0.0,?,?,,0
45409,4.0,4.0,,U,3.0,1.0,U,,,,46.0,4.0,15.0,5.0,40.0,2070.0,311.0,90.0,18.0,18.0,10.0,0.0,-3.91883705989909,9.0,74.0,58.0,0.0,21566.0,A,0.0,15.0,0.0,0.0,1.0,0.111,0.0,3,U,,0
132339,6.0,2.0,,M,17.0,4.0,H,2.0,12.0,33.0,320.0,,12.0,3.0,77.0,779.0,260.0,121.0,18.0,18.0,13.0,0.0,32.0,34.0,31.0,83.0,1.0,16604.0,S,11.0,10.89,4.0,0.364,9.0,-0.18152885585139303,1.0,2,R,2.0,1
84857,6.0,3.0,60.0,M,7.0,1.0,H,5.0,32.0,29.0,154.0,7.0,32.0,5.0,65.0,640.0,246.0,113.0,23.0,23.0,13.0,0.0,22.0,27.0,35.0,57.0,1.0,11056.0,A,29.5,29.5,2.0,0.222,2.0,0.111,7.0,2,C,3.0,0
188915,5.0,1.0,84.0,M,9.0,1.0,U,2.0,5.0,24.0,133.0,27.0,13.0,0.0,72.0,1000.0,77.0,86.0,4.0,18.0,20.0,0.0,0.0,0.0,0.0,6.0,1.0,8142.0,A,12.5,12.5,2.0,0.222,2.0,0.1,,3,C,,0
31108,4.0,4.0,68.0,F,1.0,1.0,H,4.0,20.0,9.0,40.0,2.0,20.0,20.0,22.0,429.0,153.0,28.0,25.0,28.0,10.0,0.0,22.0,12.0,37.0,26.0,0.0,8362.0,A,20.0,20.0,1.0,0.167,1.0,0.077,0.0,,C,,0
31339,6.0,4.0,48.0,F,4.0,2.0,U,,10.0,22.0,125.0,7.0,25.0,10.0,59.0,461.0,208.0,77.0,23.0,23.0,13.0,-15.109374205778195,29.0,28.0,36.0,57.0,0.0,10716.0,A,10.0,17.5,1.0,0.1,2.0,0.1,0.0,2,T,2.0,0
186198,7.0,3.0,74.0,F,10.0,2.0,U,4.0,15.0,30.0,209.0,16.0,25.0,3.0,80.0,835.0,358.0,104.0,10.0,19.0,21.0,0.0,38.0,16.0,46.0,41.0,1.0,20786.0,S,17.0,19.0,3.0,0.273,4.0,0.19,1.0,1,U,6.0,1
65415,6.0,3.0,,F,2.0,3.0,H,5.0,16.0,8.0,38.0,3.0,16.0,10.0,20.0,1083.0,425.0,23.0,16.0,16.0,15.0,0.0,38.0,20.0,48.0,98.0,0.0,20743.0,N,13.0,12.67,2.0,0.5,3.0,0.375,0.0,1,S,,0
104174,6.0,3.0,62.0,F,6.0,3.0,H,2.0,8.0,25.0,94.0,15.0,10.0,3.0,66.0,688.0,302.0,129.0,16.0,16.0,13.0,0.0,44.0,22.0,58.0,87.0,1.0,15555.0,S,8.0,8.4,1.0,0.125,5.0,0.263,1.0,1,C,7.0,0
16175,2.0,0.0,69.0,F,1.0,1.0,U,2.0,25.0,5.0,25.0,1.0,25.0,25.0,14.0,444.0,265.0,24.0,24.0,24.0,6.0,0.0,15.0,39.0,27.0,81.0,0.0,12189.0,N,25.0,25.0,1.0,0.25,1.0,0.1,0.0,3,R,,1
46369,4.0,0.0,,F,5.0,2.0,U,,10.0,18.0,94.0,9.0,15.0,3.0,40.0,542.0,261.0,91.0,20.0,20.0,12.0,0.0,20.0,24.0,33.0,58.0,0.0,,A,10.0,13.0,1.0,0.2,3.0,0.3,0.0,2,R,9.0,0
46957,4.0,2.0,79.0,F,3.0,3.0,H,2.0,10.0,6.0,18.0,3.0,10.0,3.0,15.0,482.0,85.0,21.0,15.0,15.0,10.0,0.0,30.0,25.0,53.0,51.0,1.0,12409.0,N,7.5,7.5,2.0,0.667,2.0,0.333,0.0,3,R,,1
62286,6.0,0.0,78.0,M,5.0,2.0,H,5.0,15.0,29.0,154.0,12.0,16.0,10.0,67.0,963.0,428.0,104.0,18.0,18.0,13.0,0.0,48.0,0.0,74.0,56.0,1.0,22533.0,S,15.0,15.25,1.0,0.091,4.0,0.182,1.0,1,C,9.0,0
92242,6.0,0.0,61.0,M,10.0,1.0,H,7.0,17.0,34.0,199.0,15.0,20.0,5.0,74.0,1614.0,518.0,,18.0,18.0,13.0,0.0,32.0,32.0,36.0,98.0,1.0,19728.0,A,20.0,18.67,1.0,0.091,3.0,0.143,3.0,1,C,9.0,0
62083,6.0,-2.299824219944762,49.0,M,4.0,1.0,H,2.0,18.0,24.0,88.0,8.0,18.0,5.0,59.0,725.0,393.0,88.0,17.0,17.0,14.0,0.0,29.0,34.0,28.0,86.0,1.0,13811.0,A,,17.0,0.0,0.0,2.0,0.095,0.0,2,R,6.0,0
59080,6.0,0.0,,F,3.0,3.0,H,6.0,8.0,10.0,34.0,4.0,10.0,7.0,22.0,367.0,272.0,30.0,19.0,19.0,12.0,15.839635330932808,34.0,26.0,41.0,87.0,1.0,10937.0,A,8.33,8.5,3.0,0.5,4.0,0.308,0.0,2,R,,0
135536,6.0,0.0,58.0,F,4.0,1.0,H,5.0,16.0,18.0,67.0,7.0,16.0,5.0,48.0,483.0,250.0,81.0,20.0,20.0,13.0,2.0,26.0,36.0,0.0,134.83704433910054,0.0,11222.0,A,16.0,13.0,1.0,0.167,2.0,0.143,0.0,3,U,2.0,0
6006,6.0,4.0,81.0,F,7.0,1.0,U,2.0,100.0,30.0,1190.0,14.0,200.0,15.0,111.0,947.0,300.0,113.0,17.0,17.0,29.0,0.0,45.0,19.0,58.0,65.0,1.0,-12823.750148985266,A,100.0,100.0,1.0,0.091,2.0,0.095,21.0,1,C,5.0,1
113705,6.0,3.0,65.0,F,5.0,3.0,H,2.0,25.0,19.0,158.0,10.0,25.0,5.0,45.0,550.0,235.0,52.0,17.0,23.0,12.0,16.0,49.0,37.0,37.0,87.0,1.0,10318.0,A,20.0,20.0,3.0,0.273,3.0,,0.0,2,C,4.0,0
8118,7.0,0.0,51.0,F,4.0,2.0,H,7.0,15.0,26.0,545.0,28.0,30.0,10.0,110.0,3230.0,263.0,76.0,6.0,15.0,30.0,0.0,15.0,24.0,39.0,28.0,0.0,19209.0,A,20.0,17.5,1.0,0.091,2.0,0.091,0.0,1,S,4.0,0
83155,6.0,0.0,31.0,M,2.0,4.0,H,7.0,10.0,14.0,,5.0,10.0,4.0,32.0,878.0,480.0,41.0,18.0,18.0,12.0,0.0,34.0,42.0,6.0,96.0,0.0,42075.70922160773,A,5.0,6.67,1.0,0.111,3.0,0.15,0.0,2,T,,0
54549,6.0,3.0,51.0,M,3.0,3.0,H,5.0,10.0,10.0,23.0,4.0,10.0,3.0,26.0,811.0,506.0,28.0,20.0,20.0,12.0,0.0,23.0,68.0,19.0,93.0,1.0,15365.0,A,6.0,6.0,3.0,0.5,3.0,0.231,0.0,1,S,,0
111852,6.0,4.0,,F,5.0,3.0,U,,25.0,17.0,141.0,11.0,,3.0,42.0,390.0,225.0,44.0,19.0,,14.0,0.0,23.0,38.0,20.0,49.0,1.0,9323.0,S,10.0,45.78508725946931,3.0,0.273,6.0,0.286,1.0,3,T,0.0,0
96015,5.0,1.0,50.0,M,3.0,1.0,H,2.0,18.0,21.0,85.0,7.0,18.0,5.0,54.0,419.0,,77.0,26.0,26.0,11.0,0.0,33.0,21.0,34.0,81.0,1.0,10845.0,A,0.0,17.0,0.0,0.0,2.0,0.095,0.0,3,T,2.0,0
54301,4.0,3.0,,M,2.0,1.0,U,2.0,20.0,9.0,30.0,2.0,20.0,10.0,25.0,401.0,213.0,33.0,19.0,19.0,12.0,0.0,35.0,27.0,38.0,88.0,0.0,,A,15.0,15.0,2.0,0.333,2.0,0.133,0.0,2,R,,0
74300,6.0,0.0,37.0,M,12.0,1.0,U,2.0,25.0,31.0,318.0,16.0,26.0,2.0,78.0,504.0,192.0,126.0,20.0,20.0,13.0,0.0,50.0,21.0,33.0,86.0,1.0,10498.0,A,25.0,25.0,1.0,0.143,1.0,0.063,0.0,2,R,1.0,0
74188,6.0,0.0,40.0,F,9.0,2.0,H,4.0,10.0,32.0,420.94903942345087,13.0,12.0,3.0,-23.208887587676543,858.0,415.0,119.0,25.0,25.0,11.0,0.0,0.0,0.0,0.0,81.0,,16143.0,S,10.0,10.5,2.0,0.182,4.0,0.182,1.0,?,?,6.0,0
50462,6.0,4.0,50.0,F,8.0,1.0,H,2.0,15.0,29.0,114.0,12.0,15.0,3.0,74.0,716.0,300.0,113.0,19.0,19.0,13.0,0.0,29.0,52.0,13.0,66.0,1.0,11334.0,A,0.0,15.0,0.0,0.0,2.0,0.095,3.0,2,T,7.0,0
1832,11.0,4.0,,M,7.0,2.0,U,,27.0,22.0,,8.0,33.0,10.0,56.0,745.0,429.0,32.0,17.0,17.0,26.0,0.0,0.0,0.0,0.0,73.0,1.0,13502.0,A,24.0,21.67,5.0,0.625,6.0,0.375,0.0,?,?,,0
59891,6.0,4.0,77.0,M,9.0,2.0,U,,10.0,25.0,109.0,18.0,10.0,3.0,66.0,1259.0,417.0,94.0,18.0,18.0,14.0,0.0,40.0,38.0,28.0,92.0,1.0,19186.0,S,10.0,10.0,2.0,0.222,3.0,0.167,1.0,2,U,5.0,0
176409,6.0,0.0,56.0,M,6.0,1.0,H,2.0,20.0,25.0,124.0,10.0,20.0,5.0,60.0,709.0,361.0,91.0,20.0,20.0,13.0,0.0,45.0,43.0,30.0,77.0,1.0,15076.0,A,,15.0,2.0,0.222,2.0,0.105,0.0,2,T,8.0,1
122198,6.0,4.0,41.0,F,4.0,4.0,H,7.0,7.0,10.0,31.0,5.0,7.0,4.0,25.0,1329.0,685.0,30.0,16.0,16.0,14.0,0.0,18.0,63.0,10.0,81.0,1.0,21941.0,A,44.19578081278659,6.2,4.0,0.667,5.0,0.385,0.0,1,C,,1
132625,6.0,4.0,,F,1.0,1.0,U,3.0,44.0,20.0,113.0,4.0,44.0,10.0,52.0,341.0,204.0,69.0,25.0,25.0,11.0,0.0,37.0,-17.24587688979588,39.0,70.0,0.0,11562.0,A,0.0,44.0,0.0,0.0,1.0,0.056,0.0,2,R,2.0,0
76030,6.0,0.0,43.0,M,,4.0,U,4.0,10.0,15.0,74.0,11.0,10.0,3.0,38.0,551.0,304.0,41.0,20.0,20.0,13.0,2.0,34.0,36.0,35.0,50.0,1.0,14020.0,S,6.67,7.33,6.0,-0.3689883264245675,9.0,0.429,1.0,2,S,,1
65136,6.0,1.0,62.0,F,2.0,1.0,H,7.0,75.0,11.0,420.94903942345087,-18.62906039516914,75.0,10.0,25.0,886.0,490.0,29.0,23.0,23.0,13.0,0.0,32.0,56.0,10.0,95.0,0.0,17633.0,A,42.5,42.5,2.0,0.286,2.0,0.143,0.0,1,T,,1
18700,4.0,2.0,68.0,M,7.0,1.0,U,,10.0,28.0,147.0,14.0,15.0,5.0,71.0,499.0,266.0,130.0,18.0,18.0,13.0,0.0,30.0,44.0,0.0,50.0,1.0,9304.0,A,12.0,10.67,1.0,0.111,3.0,0.167,0.0,3,C,3.0,0
114208,6.0,3.0,63.0,M,5.0,2.0,U,4.0,30.0,22.0,140.0,9.0,30.0,5.0,57.0,393.0,195.0,73.0,15.0,15.0,13.0,0.0,39.0,17.0,53.0,56.0,1.0,10232.0,A,30.0,23.33,1.0,0.091,3.0,0.136,5.0,3,T,2.0,1
6099,8.0,0.0,42.0,M,10.0,3.0,H,4.0,5.0,29.0,287.0,32.0,25.0,3.0,107.0,1733.0,410.0,78.0,6.0,15.0,33.0,1.0,31.0,27.0,42.0,81.0,1.0,13449.0,S,6.67,6.67,3.0,0.273,6.0,0.286,1.0,2,T,2.0,1
14927,5.0,3.0,,F,7.0,1.0,U,,12.0,23.0,154.0,23.0,12.0,5.0,91.0,420.0,262.0,93.0,18.0,18.0,16.0,0.0,33.0,30.0,33.0,73.0,1.0,12674.0,A,10.0,11.0,1.0,0.143,2.0,0.111,3.0,2,R,,0
136998,6.0,0.0,,M,4.0,3.0,U,5.0,13.0,13.0,77.0,6.0,15.0,10.0,32.0,468.0,116.0,33.0,17.0,17.0,14.0,0.0,49.0,36.0,44.0,79.0,1.0,6836.0,S,13.5,13.4,,0.444,5.0,0.263,1.0,2,R,,0
93157,6.0,4.0,77.0,M,5.0,1.0,H,1.0,25.0,28.0,122.0,8.0,25.0,5.0,63.0,958.0,220.0,105.0,22.0,22.0,13.0,0.0,31.0,15.0,22.0,8.0,0.0,9937.0,A,22.5,22.5,2.0,0.182,2.0,0.1,0.0,3,U,2.0,0
149831,6.0,2.0,65.0,U,8.0,1.0,H,6.0,22.0,30.0,254.0,13.0,25.0,15.0,68.0,4658.0,637.0,116.0,17.0,17.0,12.0,0.0,27.0,,46.0,59.0,1.0,35027.0,A,0.0,22.0,0.0,0.0,2.0,0.5319211033593158,0.0,1,U,9.0,0
129336,6.0,1.0,51.0,F,7.0,3.0,H,5.0,15.0,24.0,125.0,11.0,15.0,3.0,54.0,886.0,409.0,100.0,19.0,19.0,13.0,1.0,27.0,61.0,7.0,,1.0,23965.0,S,13.5,14.25,2.0,0.2,4.0,0.19,1.0,1,S,8.0,0
90823,6.0,1.0,,U,15.0,4.0,H,5.0,8.0,31.0,-243.25592701489825,28.0,8.0,1.0,79.0,625.0,291.0,130.0,17.0,29.282220552614277,13.0,0.0,67.0,76.0,-22.613054461101946,67.0,1.0,14168.0,S,8.0,8.0,2.0,0.222,5.0,0.263,1.0,3,S,,0
80550,6.0,4.0,57.0,M,6.0,2.0,H,4.0,10.0,23.0,110.0,11.0,12.0,5.0,58.0,613.0,349.0,75.0,19.0,19.0,13.0,0.0,29.0,41.0,20.0,86.0,0.0,12060.0,A,10.5,10.33,2.0,0.182,3.0,0.136,0.0,2,R,8.0,0
86528,5.0,0.0,,F,16.0,3.0,U,5.0,3.0,28.0,74.0,24.0,5.0,1.0,74.0,675.0,272.0,130.0,17.0,17.0,12.0,0.0,41.0,28.0,37.0,56.0,1.0,13135.0,S,3.0,3.6,,0.375,5.0,0.278,1.0,2,T,5.0,1
